30

Culture: en-NL 
Date: 27/09/2024 14:50:16.14277

ENLIGHT Version: 1.18.8.0

Data Save Interval: 50
Timestamp Format: Full

Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAGZH

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 135
Timestamp	# CH 1
27/09/2024 14:50:16.14777	8	1518,10457	1525,08625	1532,03236	1539,03258	1546,04552	1553,06869	1560,11515	1567,21726
27/09/2024 14:50:16.19777	8	1518,11901	1525,09799	1532,04496	1539,04453	1546,05564	1553,07949	1560,12525	1567,23105
27/09/2024 14:50:16.24777	8	1518,10663	1525,08493	1532,03751	1539,03624	1546,04747	1553,07085	1560,11634	1567,22245
27/09/2024 14:50:16.29777	8	1518,09857	1525,07736	1532,03026	1539,02988	1546,04202	1553,06398	1560,10901	1567,21086
27/09/2024 14:50:16.34777	8	1518,11282	1525,09079	1532,04210	1539,04472	1546,05466	1553,07811	1560,12288	1567,22665
27/09/2024 14:50:16.39777	8	1518,11507	1525,08795	1532,04343	1539,04202	1546,05175	1553,07556	1560,12149	1567,22525
27/09/2024 14:50:16.44777	8	1518,10401	1525,08209	1532,03293	1539,03220	1546,04455	1553,06810	1560,11535	1567,21626
27/09/2024 14:50:16.49777	8	1518,10401	1525,08076	1532,03102	1539,03335	1546,04435	1553,06633	1560,11436	1567,21306
27/09/2024 14:50:16.54777	8	1518,11845	1525,09685	1532,04955	1539,04877	1546,05972	1553,08047	1560,13060	1567,23205
27/09/2024 14:50:16.59777	8	1518,10326	1525,08303	1532,03389	1539,03566	1546,04533	1553,06830	1560,11040	1567,21906
27/09/2024 14:50:16.64777	8	1518,10363	1525,08152	1532,03198	1539,03393	1546,04358	1553,06476	1560,11119	1567,21286
27/09/2024 14:50:16.69777	8	1518,10926	1525,08928	1532,03484	1539,03817	1546,05311	1553,07281	1560,11912	1567,22106
27/09/2024 14:50:16.74777	8	1518,11883	1525,09326	1532,04745	1539,04607	1546,05933	1553,07870	1560,12486	1567,23045
27/09/2024 14:50:16.79777	8	1518,10063	1525,07736	1532,02949	1539,03220	1546,04163	1553,06477	1560,11040	1567,21286
27/09/2024 14:50:16.84777	8	1518,10682	1525,08171	1532,03446	1539,03682	1546,04805	1553,06810	1560,11476	1567,21846
27/09/2024 14:50:16.89777	8	1518,11545	1525,09155	1532,04840	1539,04530	1546,05525	1553,07968	1560,12387	1567,22925
27/09/2024 14:50:16.94777	8	1518,10907	1525,08644	1532,03943	1539,03644	1546,05175	1553,07144	1560,11932	1567,22046
27/09/2024 14:50:16.99777	8	1518,10363	1525,08152	1532,03159	1539,03104	1546,04611	1553,06673	1560,11278	1567,21246
27/09/2024 14:50:17.04777	8	1518,10945	1525,08852	1532,04057	1539,04068	1546,05311	1553,07301	1560,11833	1567,22345
27/09/2024 14:50:17.09777	8	1518,11789	1525,09723	1532,04554	1539,04646	1546,05875	1553,08008	1560,12704	1567,22765
27/09/2024 14:50:17.14777	8	1518,09726	1525,07830	1532,03255	1539,03258	1546,04086	1553,06280	1560,10565	1567,21206
27/09/2024 14:50:17.19777	8	1518,10664	1525,08663	1532,03370	1539,03586	1546,04942	1553,07223	1560,11714	1567,21846
27/09/2024 14:50:17.24777	8	1518,11320	1525,09174	1532,04172	1539,04338	1546,05369	1553,07497	1560,12427	1567,22565
27/09/2024 14:50:17.29777	8	1518,11151	1525,08947	1532,04019	1539,04203	1546,05117	1553,07379	1560,11951	1567,22305
27/09/2024 14:50:17.34777	8	1518,09801	1525,07509	1532,03045	1539,02776	1546,03949	1553,06006	1560,10545	1567,20886
