30

Culture: en-NL 
Date: 27/09/2024 14:52:02.17174

ENLIGHT Version: 1.18.8.0

Data Save Interval: 50
Timestamp Format: Full

Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAGZH

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 135
Timestamp	# CH 1
27/09/2024 14:52:02.17681	8	1519,82572	1526,81208	1533,77166	1540,77758	1547,79243	1554,82345	1561,87894	1568,99414
27/09/2024 14:52:02.22681	8	1519,83342	1526,82119	1533,77970	1540,78492	1547,80121	1554,83191	1561,88648	1569,00175
27/09/2024 14:52:02.27681	8	1519,82421	1526,81284	1533,76993	1540,77488	1547,78990	1554,81991	1561,87556	1568,98933
27/09/2024 14:52:02.32681	8	1519,82553	1526,81341	1533,76840	1540,77178	1547,79165	1554,82089	1561,87616	1568,98993
27/09/2024 14:52:02.37681	8	1519,82327	1526,81208	1533,76668	1540,77468	1547,79009	1554,81932	1561,87358	1568,98973
27/09/2024 14:52:02.42681	8	1519,83079	1526,82119	1533,77625	1540,78473	1547,80160	1554,83290	1561,88430	1569,00075
27/09/2024 14:52:02.47681	8	1519,82553	1526,81189	1533,76764	1540,77855	1547,79049	1554,82444	1561,87894	1568,99294
27/09/2024 14:52:02.52681	8	1519,81613	1526,80412	1533,76094	1540,76811	1547,78327	1554,81480	1561,86881	1568,98112
27/09/2024 14:52:02.57681	8	1519,83305	1526,82308	1533,78046	1540,78608	1547,80043	1554,83447	1561,88569	1569,00015
27/09/2024 14:52:02.62681	8	1519,82628	1526,81474	1533,76974	1540,78067	1547,79477	1554,82463	1561,88072	1568,99173
27/09/2024 14:52:02.67681	8	1519,81763	1526,81246	1533,76476	1540,77101	1547,78834	1554,82247	1561,87239	1568,98973
27/09/2024 14:52:02.72681	8	1519,82496	1526,81265	1533,77146	1540,77642	1547,79360	1554,82326	1561,87814	1568,99233
27/09/2024 14:52:02.77681	8	1519,82666	1526,81853	1533,77223	1540,78144	1547,79770	1554,82601	1561,87834	1568,99354
27/09/2024 14:52:02.82681	8	1519,83324	1526,81853	1533,77472	1540,78260	1547,79672	1554,82758	1561,88370	1568,99835
